employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
44914,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,4,5,0,0,48
22589,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,47,3,7,0,0,55
15478,Sales & Marketing,region_33,Bachelor's,m,other,1,27,2,4,0,0,49
26416,Sales & Marketing,region_2,Bachelor's,m,other,1,31,5,5,1,0,47
76446,Sales & Marketing,region_21,Bachelor's,f,sourcing,1,31,3,6,1,0,52
11221,Sales & Marketing,region_5,Bachelor's,m,other,1,27,,1,0,0,46
35431,Sales & Marketing,region_29,Bachelor's,m,other,2,43,3,12,0,0,52
13890,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,28,5,2,1,0,53
72463,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,43,1,14,0,0,50
61919,Sales & Marketing,region_20,Bachelor's,m,other,1,31,1,7,0,0,55
4213,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,39,5,5,1,0,49
31271,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,37,1,4,0,0,51
14969,Sales & Marketing,region_3,Bachelor's,m,other,2,30,2,2,0,0,52
11059,Sales & Marketing,region_2,Bachelor's,m,other,1,28,4,5,0,0,48
77124,Sales & Marketing,region_11,Bachelor's,m,other,1,49,4,7,1,0,45
16413,Sales & Marketing,region_9,Bachelor's,m,other,1,33,3,7,0,0,51
69382,Sales & Marketing,region_11,Bachelor's,m,other,1,35,4,10,0,0,53
10888,Sales & Marketing,region_32,Bachelor's,m,other,1,26,,1,1,0,47
37124,Sales & Marketing,region_2,Bachelor's,m,other,1,31,4,5,1,0,58
10021,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,41,1,7,1,0,47
56484,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,28,4,5,0,0,47
68952,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,53,5,4,0,0,54
20913,Sales & Marketing,region_22,Bachelor's,f,other,2,25,,1,0,0,49
38644,Sales & Marketing,region_17,Bachelor's,m,other,1,44,2,7,0,0,51
43437,Sales & Marketing,region_27,Bachelor's,m,other,2,29,1,5,0,0,51
336,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,46,3,19,0,0,51
24306,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,32,1,6,0,0,50
29240,Sales & Marketing,region_22,Bachelor's,m,other,1,29,5,2,0,0,51
59453,Sales & Marketing,region_26,Bachelor's,m,other,1,39,3,4,0,0,49
76473,Sales & Marketing,region_27,Bachelor's,m,other,3,30,1,4,0,0,52
60881,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,1,6,0,0,51
57530,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,27,,1,0,0,46
75958,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,51,5,20,1,0,46
62073,Sales & Marketing,region_13,Bachelor's,m,other,1,33,,1,1,0,52
147,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,5,4,1,0,48
32522,Sales & Marketing,region_7,Bachelor's,m,other,2,30,5,3,0,0,63
56817,Sales & Marketing,region_15,Bachelor's,f,other,1,30,5,6,1,0,51
3578,Sales & Marketing,region_2,Bachelor's,m,other,1,30,2,4,0,0,52
68409,Sales & Marketing,region_7,Bachelor's,f,other,2,30,1,5,0,0,48
72347,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,2,6,0,0,49
68579,Sales & Marketing,region_26,Bachelor's,m,other,1,27,1,3,0,0,51
55503,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,28,3,1,0,0,47
28434,Sales & Marketing,region_1,Bachelor's,m,other,1,30,,1,0,0,48
59498,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,43,5,17,0,0,47
73138,Sales & Marketing,region_2,Bachelor's,f,other,1,33,5,10,0,0,48
26900,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,35,3,8,0,0,48
75479,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,42,1,12,0,0,51
15183,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,32,4,7,0,0,47
44456,Sales & Marketing,region_11,Bachelor's,m,sourcing,4,31,3,8,0,0,48
4644,Sales & Marketing,region_7,Bachelor's,m,other,2,44,3,7,1,0,50
39360,Sales & Marketing,region_26,Bachelor's,m,other,1,30,1,5,0,0,48
26285,Sales & Marketing,region_26,Bachelor's,m,other,1,29,5,2,1,0,48
65469,Sales & Marketing,region_25,Bachelor's,m,other,3,31,1,3,0,0,48
69108,Sales & Marketing,region_2,Bachelor's,f,other,1,50,4,3,0,0,46
59210,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,23,1,2,1,0,49
31152,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,36,5,3,1,0,52
60830,Sales & Marketing,region_31,Bachelor's,m,other,1,45,3,4,0,0,47
64170,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,30,5,3,0,0,48
39748,Sales & Marketing,region_7,Bachelor's,f,other,1,27,,1,0,0,49
23492,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41,5,8,1,0,52
53135,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,37,5,10,1,0,48
68296,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,34,5,5,0,0,54
15893,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,1,3,0,0,51
5529,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,34,1,7,0,0,52
55948,Sales & Marketing,region_30,Bachelor's,m,other,1,33,1,6,0,0,49
25786,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,37,3,2,1,0,45
60103,Sales & Marketing,region_28,Bachelor's,m,other,2,33,3,2,0,0,50
51263,Sales & Marketing,region_4,Bachelor's,m,other,1,31,5,3,0,0,49
66645,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,49,5,9,0,0,54
50871,Sales & Marketing,region_27,Bachelor's,m,other,4,29,1,4,0,0,53
1480,Sales & Marketing,region_7,Bachelor's,m,other,1,30,2,4,0,0,51
18718,Sales & Marketing,region_2,Bachelor's,m,referred,1,33,3,6,1,0,87
45237,Sales & Marketing,region_14,Bachelor's,m,other,1,38,3,3,0,0,49
48844,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,30,1,5,1,0,47
61344,Sales & Marketing,region_2,Bachelor's,m,other,1,52,3,4,0,0,46
38100,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,20,3,2,0,0,51
61608,Sales & Marketing,region_13,Bachelor's,f,other,1,24,1,2,0,0,50
13688,Sales & Marketing,region_16,Bachelor's,m,other,1,35,4,8,0,0,50
548,Sales & Marketing,region_12,Bachelor's,m,other,2,28,3,5,0,0,46
45152,Sales & Marketing,region_22,Bachelor's,m,other,1,51,4,13,0,0,49
19332,Sales & Marketing,region_2,Bachelor's,m,other,1,23,5,2,1,0,47
15426,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,32,3,3,0,0,49
40786,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,26,4,2,1,0,51
66769,Sales & Marketing,region_10,Bachelor's,m,other,1,41,3,11,0,0,48
36875,Sales & Marketing,region_31,Bachelor's,m,other,1,44,4,3,0,0,49
9379,Sales & Marketing,region_17,Bachelor's,m,other,1,29,4,3,0,1,46
53364,Sales & Marketing,region_8,Bachelor's,m,other,1,34,4,3,1,0,46
25814,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,48,1,4,0,0,49
32675,Sales & Marketing,region_1,Bachelor's,m,sourcing,3,30,,1,0,0,52
54576,Sales & Marketing,region_16,Bachelor's,m,other,1,43,4,14,0,0,46
36106,Sales & Marketing,region_32,Bachelor's,f,sourcing,1,28,,1,0,0,51
71208,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,24,1,2,0,0,47
7352,Sales & Marketing,region_20,Bachelor's,m,other,3,32,3,3,0,0,54
35187,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,27,3,2,0,0,49
55623,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,29,3,5,0,0,52
30523,Sales & Marketing,region_2,Bachelor's,m,other,1,59,1,2,0,0,52
37428,Sales & Marketing,region_3,Bachelor's,m,other,1,32,5,3,1,0,51
72001,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,4,6,1,0,46
68495,Sales & Marketing,region_13,Bachelor's,m,other,2,33,5,7,0,0,47
3684,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,4,10,0,0,45
44868,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,30,4,4,0,0,46
33086,Sales & Marketing,region_13,Bachelor's,f,other,2,31,1,5,0,0,51
24679,Sales & Marketing,region_27,Bachelor's,f,other,1,31,5,5,1,0,54
64077,Sales & Marketing,region_1,Bachelor's,m,other,2,31,1,8,0,0,47
32648,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,36,1,8,0,0,51
25236,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,4,5,1,0,52
83,Sales & Marketing,region_25,Bachelor's,f,other,1,32,5,8,0,0,53
64854,Sales & Marketing,region_34,Bachelor's,f,sourcing,1,31,1,7,0,0,50
5431,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,23,,1,0,0,52
10792,Sales & Marketing,region_6,Bachelor's,f,other,1,28,5,6,1,0,54
65997,Sales & Marketing,region_20,Bachelor's,m,other,3,26,2,2,0,0,47
50963,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,45,3,3,0,0,52
66281,Sales & Marketing,region_2,Bachelor's,f,other,1,38,5,4,1,0,50
30455,Sales & Marketing,region_13,Bachelor's,m,referred,1,31,5,4,1,0,51
27987,Sales & Marketing,region_7,Bachelor's,m,other,1,38,4,5,0,0,50
50920,Sales & Marketing,region_7,Bachelor's,m,other,1,35,5,6,1,0,53
44314,Sales & Marketing,region_11,Bachelor's,m,other,1,27,,1,0,0,48
16642,Sales & Marketing,region_23,Bachelor's,m,other,2,37,1,8,0,0,54
65575,Sales & Marketing,region_2,Bachelor's,m,other,1,43,4,14,0,0,52
34476,Sales & Marketing,region_14,Bachelor's,f,other,1,29,,1,1,0,47
38438,Sales & Marketing,region_29,Bachelor's,f,other,1,28,3,4,0,0,47
40483,Sales & Marketing,region_20,Bachelor's,m,other,1,32,3,6,0,0,48
43591,Sales & Marketing,region_31,Bachelor's,m,other,3,31,1,3,1,0,43
4958,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,24,3,2,0,1,49
12682,Sales & Marketing,region_18,Bachelor's,m,sourcing,1,25,5,2,0,0,49
28977,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,31,4,5,0,0,50
12624,Sales & Marketing,region_16,Bachelor's,m,other,1,33,3,7,0,0,68
60174,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,35,4,2,0,0,53
36879,Sales & Marketing,region_28,Bachelor's,f,other,1,28,5,2,1,0,51
69243,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,38,1,6,1,0,46
19489,Sales & Marketing,region_26,Bachelor's,m,other,2,34,1,8,0,0,50
1016,Sales & Marketing,region_2,Bachelor's,f,other,1,44,2,16,0,0,53
13089,Sales & Marketing,region_26,Bachelor's,f,other,1,23,2,2,0,0,49
53817,Sales & Marketing,region_2,Bachelor's,f,other,1,41,4,9,0,0,50
69322,Sales & Marketing,region_31,Bachelor's,m,other,4,33,1,3,1,0,49
47047,Sales & Marketing,region_30,Bachelor's,m,other,1,28,5,2,1,0,49
11736,Sales & Marketing,region_7,Bachelor's,m,other,1,38,1,4,0,0,51
65973,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,33,4,5,0,0,50
68986,Sales & Marketing,region_13,Bachelor's,f,other,1,32,2,2,0,0,53
1459,Sales & Marketing,region_34,Bachelor's,m,other,1,29,5,5,1,0,54
43643,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,37,3,4,1,0,47
63084,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,26,,1,1,0,51
54466,Sales & Marketing,region_33,Bachelor's,m,other,1,35,3,6,0,0,51
76782,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,2,7,0,0,48
29535,Sales & Marketing,region_19,Bachelor's,m,other,1,33,1,6,0,0,49
59716,Sales & Marketing,region_2,Bachelor's,f,referred,1,32,5,5,0,0,48
28107,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,34,4,7,0,0,50
33894,Sales & Marketing,region_16,Bachelor's,m,other,1,32,3,5,1,0,46
11663,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,39,1,2,0,0,49
43011,Sales & Marketing,region_2,Bachelor's,m,other,2,42,4,5,0,0,53
28101,Sales & Marketing,region_4,Bachelor's,m,other,3,31,1,7,1,0,46
60707,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,4,3,1,0,64
9267,Sales & Marketing,region_7,Bachelor's,m,other,1,33,5,4,1,0,51
25736,Sales & Marketing,region_20,Bachelor's,f,other,1,29,3,2,0,0,44
19180,Sales & Marketing,region_24,Bachelor's,m,other,2,29,3,5,0,0,53
50718,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,44,3,2,0,0,50
28267,Sales & Marketing,region_18,Bachelor's,m,sourcing,1,32,3,6,0,0,44
64883,Sales & Marketing,region_2,Bachelor's,m,other,2,26,5,3,0,0,49
71001,Sales & Marketing,region_7,Bachelor's,m,other,1,37,5,4,1,0,50
55664,Sales & Marketing,region_33,Bachelor's,m,sourcing,2,33,1,7,1,0,48
8857,Sales & Marketing,region_19,Bachelor's,m,other,1,42,3,9,0,0,43
27776,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,60,3,17,0,0,48
4821,Sales & Marketing,region_2,Bachelor's,m,other,4,52,1,20,0,0,53
40506,Sales & Marketing,region_7,Bachelor's,m,other,1,52,5,18,0,0,49
24079,Sales & Marketing,region_31,Bachelor's,f,other,1,29,1,2,0,0,50
8195,Sales & Marketing,region_34,Bachelor's,m,other,1,33,4,3,0,0,47
45482,Sales & Marketing,region_17,Bachelor's,m,other,1,33,3,6,0,0,48
71382,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,,1,0,0,48
26811,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,4,4,1,0,53
39480,Sales & Marketing,region_13,Bachelor's,f,other,1,30,5,6,0,0,51
32173,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,33,4,9,0,0,51
64728,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,27,3,4,0,0,49
73496,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,33,1,5,0,0,45
21660,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,32,3,10,0,0,47
46783,Sales & Marketing,region_32,Bachelor's,m,other,2,29,3,5,0,0,47
610,Sales & Marketing,region_16,Bachelor's,m,other,1,26,5,3,1,0,52
8250,Sales & Marketing,region_12,Bachelor's,m,other,1,39,4,7,0,0,47
62168,Sales & Marketing,region_28,Bachelor's,m,other,2,39,5,9,1,0,47
55031,Sales & Marketing,region_15,Bachelor's,m,other,1,32,4,6,0,0,46
31874,Sales & Marketing,region_20,Bachelor's,f,other,1,31,4,3,0,0,46
47929,Sales & Marketing,region_30,Bachelor's,m,sourcing,2,40,4,5,0,0,47
68893,Sales & Marketing,region_2,Bachelor's,m,other,1,37,5,9,1,0,50
24382,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,41,1,3,0,0,46
41988,Sales & Marketing,region_20,Bachelor's,m,other,1,39,3,14,0,0,46
42667,Sales & Marketing,region_1,Bachelor's,m,other,1,25,5,3,1,0,49
25721,Sales & Marketing,region_29,Bachelor's,m,other,2,30,1,3,0,0,55
16940,Sales & Marketing,region_13,Bachelor's,m,other,1,30,4,8,0,0,46
36243,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,4,4,0,0,64
24522,Sales & Marketing,region_23,Bachelor's,m,other,1,38,5,7,1,0,48
50116,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,33,5,10,0,0,54
62871,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,41,4,7,1,0,52
65536,Sales & Marketing,region_13,Bachelor's,m,other,1,30,5,5,1,0,46
17312,Sales & Marketing,region_10,Bachelor's,m,other,1,28,1,3,0,0,52
50835,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,37,5,5,1,0,49
26394,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,29,1,2,0,0,46
31620,Sales & Marketing,region_4,Bachelor's,m,sourcing,3,28,,1,0,0,48
47302,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,27,3,3,1,0,49
73867,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,33,1,3,0,0,47
71267,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,32,5,5,1,0,46
36264,Sales & Marketing,region_2,Bachelor's,m,other,1,48,3,16,0,0,49
22231,Sales & Marketing,region_16,Bachelor's,m,other,1,46,5,5,0,0,49
73612,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,28,,1,0,0,50
60362,Sales & Marketing,region_21,Bachelor's,m,other,2,26,1,4,0,0,48
70591,Sales & Marketing,region_2,Bachelor's,m,other,1,32,3,7,1,0,49
30075,Sales & Marketing,region_2,Bachelor's,f,other,3,31,2,5,0,0,50
45307,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,43,5,13,0,0,52
23999,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,27,3,3,0,0,45
11668,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,5,2,0,0,52
74020,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,32,5,6,0,0,50
60769,Sales & Marketing,region_26,Bachelor's,m,other,2,36,1,4,0,0,52
63993,Sales & Marketing,region_15,Bachelor's,m,other,1,34,4,7,0,0,54
68287,Sales & Marketing,region_5,Bachelor's,f,other,3,26,3,4,1,0,50
21765,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,30,2,5,0,0,49
48704,Sales & Marketing,region_26,Bachelor's,m,other,2,28,,1,1,0,50
62936,Sales & Marketing,region_29,Bachelor's,m,other,2,27,5,5,1,0,48
5166,Sales & Marketing,region_26,Bachelor's,f,other,1,38,3,5,0,0,52
32485,Sales & Marketing,region_13,Bachelor's,f,other,1,37,4,10,0,0,51
15249,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,28,5,4,1,1,49
55324,Sales & Marketing,region_30,Bachelor's,m,other,1,32,4,6,0,0,51
21642,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,36,4,7,0,0,52
12158,Sales & Marketing,region_14,Bachelor's,m,other,1,38,3,12,0,0,50
11879,Sales & Marketing,region_14,Bachelor's,m,other,1,33,5,8,1,0,48
25874,Sales & Marketing,region_2,Bachelor's,m,other,1,29,4,5,0,0,49
58957,Sales & Marketing,region_32,Bachelor's,f,other,3,31,1,6,0,0,51
69303,Sales & Marketing,region_2,Bachelor's,m,other,1,33,3,7,1,0,50
42583,Sales & Marketing,region_25,Bachelor's,f,other,1,30,5,4,0,0,48
54120,Sales & Marketing,region_22,Bachelor's,f,other,1,30,2,4,0,0,46
29553,Sales & Marketing,region_22,Bachelor's,m,other,1,30,4,6,1,0,51
73011,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,41,5,12,0,0,52
52135,Sales & Marketing,region_31,Bachelor's,f,other,1,34,4,8,1,0,47
6888,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,30,5,2,0,0,48
23923,Sales & Marketing,region_2,Bachelor's,m,sourcing,4,29,,1,0,0,49
8918,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,1,14,0,0,43
4652,Sales & Marketing,region_16,Bachelor's,m,other,1,41,5,4,0,0,46
61511,Sales & Marketing,region_1,Bachelor's,f,other,1,27,3,3,0,0,45
66251,Sales & Marketing,region_15,Bachelor's,m,other,2,26,3,3,0,1,48
7812,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,35,3,7,0,0,46
11098,Sales & Marketing,region_14,Bachelor's,f,sourcing,1,37,3,5,0,0,45
77396,Sales & Marketing,region_2,Bachelor's,m,referred,2,26,4,3,1,0,51
49204,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,3,6,0,0,52
14794,Sales & Marketing,region_4,Bachelor's,m,other,1,29,4,4,1,0,50
75676,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,27,3,3,1,0,47
27002,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,23,,1,0,0,52
29246,Sales & Marketing,region_27,Bachelor's,m,other,1,33,4,8,0,0,51
69269,Sales & Marketing,region_7,Bachelor's,m,other,1,29,3,6,0,0,48
34256,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,33,3,6,0,0,48
29141,Sales & Marketing,region_21,Bachelor's,m,other,1,39,3,8,0,0,52
36713,Sales & Marketing,region_2,Bachelor's,f,other,2,45,3,10,0,0,46
16144,Sales & Marketing,region_34,Bachelor's,m,other,1,30,3,2,0,0,51
22491,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,41,3,8,0,0,43
72254,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,3,6,0,0,45
36061,Sales & Marketing,region_22,Bachelor's,m,other,1,33,4,10,0,0,43
23184,Sales & Marketing,region_19,Bachelor's,m,other,1,39,3,5,0,0,50
10459,Sales & Marketing,region_3,Bachelor's,m,other,1,40,5,7,1,0,51
33451,Sales & Marketing,region_16,Bachelor's,m,other,1,29,1,4,0,0,47
62444,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,34,1,8,0,0,47
29489,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,37,3,2,0,0,57
63300,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,32,4,9,0,0,49
21236,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,26,5,2,1,0,49
40386,Sales & Marketing,region_7,Bachelor's,f,other,2,27,4,4,1,0,45
470,Sales & Marketing,region_30,Bachelor's,m,other,1,29,,1,0,0,52
71896,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,29,4,2,1,0,51
29106,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,27,,1,0,0,47
1238,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,24,,1,0,0,50
1688,Sales & Marketing,region_14,Bachelor's,f,other,1,44,4,12,0,0,55
39064,Sales & Marketing,region_19,Bachelor's,m,other,2,28,3,4,0,0,53
56842,Sales & Marketing,region_5,Bachelor's,m,other,1,35,3,5,0,0,51
68442,Sales & Marketing,region_26,Bachelor's,m,other,1,47,3,6,1,0,43
1379,Sales & Marketing,region_17,Bachelor's,m,other,2,40,5,6,0,0,50
8970,Sales & Marketing,region_2,Bachelor's,m,other,3,27,,1,0,0,53
69175,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,5,2,1,0,49
14469,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,28,5,2,0,0,56
62160,Sales & Marketing,region_2,Bachelor's,m,other,2,43,3,14,0,0,49
22635,Sales & Marketing,region_3,Bachelor's,m,other,1,27,1,2,0,0,53
14179,Sales & Marketing,region_1,Bachelor's,m,other,1,28,,1,0,0,67
71498,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,27,3,4,0,0,54
39566,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,32,,1,0,0,46
54270,Sales & Marketing,region_32,Bachelor's,m,other,4,28,,1,0,0,51
73142,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,2,5,0,0,50
29795,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34,3,9,0,0,48
77096,Sales & Marketing,region_23,Bachelor's,m,other,1,28,4,2,0,0,51
25959,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,29,3,6,0,0,51
68702,Sales & Marketing,region_2,Bachelor's,m,other,1,41,5,12,0,0,48
55192,Sales & Marketing,region_2,Bachelor's,f,other,4,27,1,4,0,0,49
10506,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,43,3,12,0,0,49
32497,Sales & Marketing,region_7,Bachelor's,m,other,1,32,4,6,0,0,46
18799,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,1,14,0,0,51
11032,Sales & Marketing,region_17,Bachelor's,m,other,1,28,1,2,0,0,44
74593,Sales & Marketing,region_2,Bachelor's,m,other,1,34,5,9,1,0,52
3924,Sales & Marketing,region_2,Bachelor's,m,other,1,60,1,7,0,0,51
64678,Sales & Marketing,region_16,Bachelor's,m,other,1,37,4,10,0,0,54
18215,Sales & Marketing,region_24,Bachelor's,m,other,1,27,3,3,0,0,47
58399,Sales & Marketing,region_2,Bachelor's,m,other,2,29,5,3,0,0,50
47453,Sales & Marketing,region_22,Bachelor's,m,other,4,25,3,2,0,0,49
67348,Sales & Marketing,region_1,Bachelor's,m,other,1,28,5,6,1,0,50
11983,Sales & Marketing,region_2,Bachelor's,f,other,1,41,5,5,1,0,48
426,Sales & Marketing,region_13,Bachelor's,m,other,1,34,3,8,0,0,50
65350,Sales & Marketing,region_7,Bachelor's,m,other,2,32,4,8,0,0,49
12465,Sales & Marketing,region_25,Bachelor's,m,other,1,34,2,7,1,0,49
17,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,50,5,13,0,0,47
72215,Sales & Marketing,region_16,Bachelor's,m,other,1,39,5,7,0,0,50
76601,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,32,3,6,0,0,48
7818,Sales & Marketing,region_14,Bachelor's,m,other,1,33,3,3,1,0,52
56496,Sales & Marketing,region_2,Bachelor's,m,other,1,40,5,15,0,0,51
20353,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,25,4,2,0,0,50
77114,Sales & Marketing,region_2,Bachelor's,m,other,2,26,4,3,0,0,54
44746,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,36,5,9,0,0,51
73721,Sales & Marketing,region_28,Bachelor's,m,other,1,25,5,3,1,0,51
72828,Sales & Marketing,region_25,Bachelor's,m,other,1,34,4,2,0,0,64
58617,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,37,3,7,1,0,44
27879,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,29,1,1,1,0,42
34485,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,35,3,9,0,0,45
49688,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,44,3,16,0,0,49
54548,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,2,1,0,0,50
1471,Sales & Marketing,region_12,Bachelor's,m,other,1,30,5,6,0,0,47
63728,Sales & Marketing,region_15,Bachelor's,f,other,1,34,5,7,1,0,44
24489,Sales & Marketing,region_15,Bachelor's,m,referred,1,29,5,6,1,0,55
20137,Sales & Marketing,region_7,Bachelor's,m,other,1,29,3,5,1,0,53
69713,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,53,1,7,0,0,51
52389,Sales & Marketing,region_28,Bachelor's,m,other,1,34,5,5,1,0,49
54498,Sales & Marketing,region_28,Bachelor's,m,other,2,29,4,2,0,0,50
52854,Sales & Marketing,region_10,Bachelor's,m,other,1,28,4,3,1,0,98
51063,Sales & Marketing,region_28,Bachelor's,f,other,1,29,4,4,0,0,53
47871,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,36,4,6,0,0,47
49352,Sales & Marketing,region_2,Bachelor's,m,sourcing,4,46,4,15,0,0,52
76683,Sales & Marketing,region_12,Bachelor's,f,other,1,29,4,2,1,0,44
29688,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,47,1,16,0,0,54
8061,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,27,4,2,0,0,44
70184,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,42,2,7,0,0,50
8379,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,32,3,9,0,0,48
